source,target,value
designer,studio-xps-1647,1
designer,studio-display,1
designer,streak,1
designer,storejet-25,1
designer,sth-8bld-3,1
designer,steermouse,1
designer,steambirds-survival,1
designer,statusnet,1
designer,starcraft-2,1
designer,stache-labbit-plush-7-inch,1
designer,srh840,1
designer,sr80i,1
designer,sr60i,1
designer,squirt-e4,1
designer,square,1
designer,spss-statistics,1
designer,sprint-pro-ii,1
designer,spotify-mac,1
designer,spotify-ios,1
designer,speedlight-580ex,1
designer,speedlight-430ex,1
designer,sparrow-ios,1
designer,soundbooth,1
designer,soulver-ios,1
designer,solipskier-ios,1
designer,solar-keyboard-folio,1
designer,skivvy-s,1
designer,sketchup,1
designer,sketchbook-pro-ios,1
designer,sketch-marker,1
designer,sj-xw44s,1
designer,silo,1
designer,sg-standard,1
designer,sequel-pro,1
designer,seethru-macbook-air,1
designer,screenshot-plus,1
designer,screens-ios,1
designer,screen,1
designer,scorpio-blue,1
designer,scorpio-black,1
designer,scharger-5,1
designer,scanner-pro-ios,1
designer,scanexpress-a3-usb-1200-pro,1
designer,sb-900-af,1
designer,sansa-clip,1
designer,safari,1
designer,rx1000,1
designer,rss5000-ios,1
designer,roubaix-elite,1
designer,rollermouse-pro,1
designer,roll-up-iii,1
designer,robodrill,1
designer,ro-80,1
designer,ristretto-ipad,1
designer,replicator,1
designer,remote,1
designer,remember-the-milk,1
designer,reeder,1
designer,red-hat-network,1
designer,recco-ios,1
designer,rebel-xti,1
designer,rebel-xt,1
designer,rebel-t2i,1
designer,rebel-t1i,1
designer,realm-of-the-mad-god,1
designer,readynas-nv-plus,1
designer,rdio-ios,1
designer,rdio,1
designer,razor-point,1
designer,ranger-quadra,1
designer,ranger-a,1
designer,ramp-champ-ios,1
designer,rails,1
designer,radium-61,1
designer,quora,1
designer,quicktime-pro,1
designer,qlmarkdown,1
designer,px2370,1
designer,px-100,1
designer,puzzlejuice-ios,1
designer,pulse-smartpen,1
designer,ptlens,1
designer,psp-go,1
designer,psp-3000,1
designer,psp,1
designer,propeller,1
designer,prompt-ios,1
designer,pro-tools,1
designer,pro-motion,1
designer,pro-keyboard,1
designer,precision-bass,1
designer,precision-470,1
designer,precise-v5,1
designer,powershot-sd800,1
designer,powershot-elph-300-hs,1
designer,powermate,1
designer,powerbook-g4,1
designer,power-mac-g4,1
designer,porta-pro,1
designer,play-360,1
designer,pixma-pro9500-mark-ii,1
designer,pivotal-tracker,1
designer,pitt,1
designer,pico,1
designer,photosmart-c4580,1
designer,photosmart-c4280,1
designer,photoshop-elements,1
designer,photo-paint,1
designer,photo-mechanic,1
designer,performance-mouse-mx,1
designer,perfection-v500,1
designer,perfection-2400-photo,1
designer,peekaboo-clear-console,1
designer,pd-a530,1
designer,pbworks,1
designer,pattern-design,1
designer,path-ios,1
designer,pandora-one,1
designer,pandora-ios,1
designer,osmos-ios,1
designer,optiplex-755,1
designer,optiplex-745,1
designer,optime-105,1
designer,openframeworks,1
designer,on-ear,1
designer,oh-chair,1
designer,oculus-rift,1
designer,nytimes-crosswords-ios,1
designer,nylon-compact-backpack,1
designer,nvalt,1
designer,notebook-optical-mouse-plus,1
designer,noisees-ios,1
designer,noejectdelay,1
designer,noctilux-m,1
designer,nm705i,1
designer,nexus-7,1
designer,nex-5n,1
designer,nest,1
designer,neon,1
designer,nb205,1
designer,myron,1
designer,my-book-for-mac,1
designer,mx-400,1
designer,mw600,1
designer,multimix-8,1
designer,movie-magic-screenwriter,1
designer,move,1
designer,more-real,1
designer,monotron,1
designer,mocha,1
designer,mlb-at-bat-ios,1
designer,mirra,1
designer,minohd,1
designer,minitt1-nikon,1
designer,mimeo-ios,1
designer,might-and-magic-clash-of-heroes,1
designer,mie2i,1
designer,microkorg-xl,1
designer,methode,1
designer,messagepad-2000,1
designer,menucalendarclock,1
designer,mendeley-ios,1
designer,me-52w,1
designer,mdr-cd180,1
designer,mc1.0,1
designer,mc-385v1v,1
designer,mbox,1
designer,maxim,1
designer,mavis-beacon,1
designer,math-alarm-clock-android,1
designer,martin-d-35,1
designer,mars-lumograph,1
designer,marathon-supreme-700x28,1
designer,marathon-m705,1
designer,mapattack,1
designer,mamp-pro,1
designer,magic-sculp,1
designer,macbook-air-wallet,1
designer,m6,1
designer,m510,1
designer,m305,1
designer,m3,1
designer,lync,1
designer,lx7,1
designer,lumix-g-20mm-f1.7-asph,1
designer,lumix-dmc-lx2,1
designer,lumix-dmc-gf2,1
designer,lumix-dmc-fs3,1
designer,lp2475w,1
designer,long-haul-trucker-complete,1
designer,logic-studio,1
designer,logic-pro,1
designer,ln40a550,1
designer,living-lv2,1
designer,livescribe-desktop,1
designer,live,1
designer,littlesnapper,1
designer,lide-30,1
designer,liberty,1
designer,laserjet-pro-cp1525nw,1
designer,laserjet-cp1210,1
designer,laserjet-1200,1
designer,lala,1
designer,ladybug-portable-speaker,1
designer,labelwriter-twin-turbo,1
designer,ksc75,1
designer,km-iphone-mic2-ecm,1
designer,kingdom-rush-ios,1
designer,kinect,1
designer,kindle-for-mac,1
designer,keystation-61es,1
designer,keynote-kung-fu,1
designer,keynote,1
designer,kentucky-route-zero,1
designer,kdl-v40xbr1,1
designer,k-701,1
designer,jungle-disk,1
designer,jtagice3,1
designer,jbuds-j2,1
designer,istat-menus,1
designer,isimulate-ios,1
designer,ipod-shuffle,1
designer,ipod-photo,1
designer,ipod-classic,1
designer,ipm-tab1,1
designer,ip4,1
designer,intellij-idea,1
designer,instacast-ios,1
designer,inkling,1
designer,inform,1
designer,indisliderpro,1
designer,imo-ios,1
designer,imageingester,1
designer,iie,1
designer,if-281dpb,1
designer,ideapad-v570,1
designer,icon-udac,1
designer,iclone-for-eve-online-ios,1
designer,ichat,1
designer,ibooks-ios,1
designer,ibeat-ios,1
designer,hundreds-ios,1
designer,hp-c-plus,1
designer,horror-vacui-2-ios,1
designer,hi-tec-c,1
designer,hero-academy-ios,1
designer,henry-xtra,1
designer,hd70,1
designer,hd555,1
designer,hd25sp,1
designer,hd-650,1
designer,hd-600,1
designer,h-100,1
designer,guitar-rig-pro,1
designer,grip-0.7mm,1
designer,graphire,1
designer,graphics-360,1
designer,gps-3303,1
designer,google-voice,1
designer,google-talk,1
designer,google-maps,1
designer,google-drive,1
designer,goodsync-mac,1
designer,github-for-mac,1
designer,gimme-bar,1
designer,giffun,1
designer,gesundheit-ios,1
designer,geodefense-swarm-ios,1
designer,generation,1
designer,gel-ink-0.38mm,1
designer,geekdesk,1
designer,gasketball-ios,1
designer,game-maker,1
designer,gallery,1
designer,galcon-ios,1
designer,galaxy-s-ii,1
designer,galaxy-nexus,1
designer,g70,1
designer,g-raid-mini,1
designer,g-drive-mini,1
designer,fun-machine,1
designer,fuelband-ios,1
designer,fuelband,1
designer,front-roller-plus,1
designer,fridgepad,1
designer,freeagent-go,1
designer,foursquare-ios,1
designer,foursquare-android,1
designer,folio-cherry,1
designer,flipboard-ios,1
designer,flip-ultra-hd,1
designer,flextt5-nikon,1
designer,flasher-v7,1
designer,flash-builder,1
designer,final-cut-studio,1
designer,field-notes,1
designer,feedler-ios,1
designer,fata1ity-hs-1000,1
designer,f.lux,1
designer,extended-keyboard-ii,1
designer,expressionengine,1
designer,explorer-mouse,1
designer,expert-mouse,1
designer,evernote-mac,1
designer,eternal-daughter,1
designer,escape-velocity-nova,1
designer,epiphone-les-paul-special-ii,1
designer,eos-7d,1
designer,eos-5d,1
designer,eos-20d,1
designer,eliss-ios,1
designer,electric-sheep,1
designer,ego-ios,1
designer,ef-s-10-22mm-f3.5-4.5-usm,1
designer,ef-70-200mm-f2.8l-is-usm,1
designer,ef-50mm-f1.8-ii,1
designer,ef-50mm-f1.2l-usm,1
designer,ef-35mm-f1.4l-usm,1
designer,ef-28mm-f2.8,1
designer,ef-24-70mm-f2.8l-usm,1
designer,ef-16-35mm-f2.8l-ii-usm,1
designer,ecm-ds70p,1
designer,easyshare-dx6490,1
designer,eames-desk,1
designer,eagle,1
designer,e2220hd,1
designer,e-p1,1
designer,dwarf-fortress,1
designer,dungeon-raid-ios,1
designer,due-ios,1
designer,dual-brush-pen-abt,1
designer,ds,1
designer,dropbox-ios,1
designer,droid-2,1
designer,downcast-ios,1
designer,dot-grid-book,1
designer,dog-park-finder-ios,1
designer,dock-gone,1
designer,do,1
designer,digital-timer-remote,1
designer,diet-coda-ios,1
designer,diabolika-ios,1
designer,devonthink,1
designer,default-folder-x,1
designer,dead-space,1
designer,d7000y,1
designer,d7000,1
designer,d700,1
designer,d5100,1
designer,d40,1
designer,d3,1
designer,d2-quadra,1
designer,cyber-shot-w120,1
designer,cyber-shot-hx5v,1
designer,cyber-shot-dsc-rx100,1
designer,cut-the-rope-ios,1
designer,cubase-le,1
designer,cross-check-complete,1
designer,cristal,1
designer,creative-cloud,1
designer,crashplan,1
designer,cp-1,1
designer,copperhead,1
designer,coolpix-aw100,1
designer,connect-x2,1
designer,compass-597,1
designer,colorbind-ios,1
designer,codeblocks,1
designer,cocon,1
designer,cmf-1200,1
designer,cloudreaders-ios,1
designer,cloud2go-ios,1
designer,clay-shapers,1
designer,classic-30-112,1
designer,chrome,1
designer,checkmark-ios,1
designer,champ,1
designer,catch-notes-android,1
designer,cargo-bag,1
designer,carcassonne-ios,1
designer,capacitive-stylus,1
designer,canoscan-9000f,1
designer,calvetica-ios,1
designer,ca-2022r,1
designer,c01u,1
designer,c-sharp,1
designer,c-lux-2,1
designer,c-lux-1,1
designer,c-2000-b,1
designer,buster-ios,1
designer,blood-pressure-monitor,1
designer,black-kbcover-apple-keyboard,1
designer,bit-pilot-ios,1
designer,birdbrain-ios,1
designer,bessa,1
designer,beolab-4000,1
designer,benchtop-blast,1
designer,battleheart-ios,1
designer,bash,1
designer,ball,1
designer,back-roller-plus,1
designer,avr-studio,1
designer,autopano-pro,1
designer,audio-overload,1
designer,atr-3350,1
designer,atlas.ti,1
designer,atl-618evs,1
designer,ath-anc7b,1
designer,at2020,1
designer,aspire-one-d250,1
designer,artrage-studio,1
designer,aria,1
designer,arena,1
designer,arduino,1
designer,arch-linux,1
designer,applesoft-basic,1
designer,aperture,1
designer,apc20,1
designer,aircard-598,1
designer,air-video,1
designer,air-sharing-ios,1
designer,air-android,1
designer,age-of-empires,1
designer,af-s-nikkor-24mm-f1.4g-ed,1
designer,af-s-nikkor-16-35mm-f4g-ed-vr,1
designer,af-nikkor-85mm-f1.8d,1
designer,af-nikkor-50mm-f1.8d,1
designer,af-nikkor-50mm-f1.4d,1
designer,af-nikkor-16mm-f2.8d,1
designer,af-nikkor-14mm-f2.8d-ed,1
designer,aeron,1
designer,aeon-timeline,1
designer,adventure-game-studio,1
designer,advantage-usb,1
designer,acrobat,1
designer,acer-ferrari-5000,1
designer,accuplot-320,1
designer,a30,1
designer,960-grid-system,1
designer,906,1
designer,500-cm,1
designer,450,1
designer,4-color,1
designer,3ds-max,1
designer,3ds,1
designer,382213,1
designer,33xr,1
designer,324i,1
designer,3007wfp,1
designer,2738,1
designer,2408wfp,1
designer,22-802,1
designer,20th-anniversary-macintosh,1
designer,206rb-5,1
designer,1password,1
designer,1905fp,1
designer,1510-carry-on-case,1
designer,150-series,1
data,verticalmouse,1
data,unity.2,1
data,twitter-mac,1
data,thunderbolt-display,1
data,thinkpad-t510,1
data,textmate,1
data,rebel-xti,1
data,rails,1
data,papers,1
data,nexus-one,1
data,mac-pro,1
data,le-pen,1
data,kindle-ios,1
data,keyboard,1
data,ipad-2,1
data,internet-explorer,1
data,hd2,1
data,eos-5d-mark-ii,1
data,ef-50mm-f1.2l-usm,1
data,droid-bionic,1
data,dreamweaver,1
data,d3.js,1
data,clear-harmony,1
data,bvu160,1
data,advantage-usb,1
data,advantage-pro-usb,1
data,access,1
data,2443bw,1
crafter,runkeeper-ios,1
crafter,premier-soft-core,1
crafter,pitt-artist-pen,1
crafter,movable-type,1
crafter,macbook-pro,1
crafter,macbook-air,1
crafter,jambox,1
crafter,iphone-3g,1
crafter,intuos,1
crafter,instagram-ios,1
crafter,h2-handy-recorder,1
crafter,eos-650d,1
crafter,eos-350d,1
crafter,creative-suite,1
crafter,cintiq,1
crafter,canoscan-lide-700f,1
crafter,3160qdc,1
cosplay,worblas-finest-art,1
cosplay,kobracast-art,1
cosplay,expert-variable-heat-hot-air-gun-kit,1
community,z750i,1
community,transmission,1
community,time-out,1
community,taco-html-edit,1
community,stickies,1
community,satellite-110cs,1
community,photosmart-375,1
community,photoshop-elements,1
community,office,1
community,neoprene-air,1
community,natsulion-ios,1
community,macbook-air,1
community,iphone-3g,1
community,hl-2170w,1
community,embody,1
community,easynews,1
community,dg-one,1
community,cushtop,1
comedian,yeti,1
comedian,yelp-ios,1
comedian,xacti-vpc-fh1,1
comedian,x223w,1
comedian,words-with-friends-ios,1
comedian,vixia-hv20,1
comedian,urx-p2,1
comedian,tweetbot-ios,1
comedian,thunderbolt-display,1
comedian,the-incident-ios,1
comedian,t2,1
comedian,rosetta-stone,1
comedian,reeder-ios,1
comedian,rebel-t3i,1
comedian,rebel-t2i,1
comedian,photoshop,1
comedian,peggle-ios,1
comedian,notepad-plusplus,1
comedian,nocs-ios,1
comedian,n770,1
comedian,myx-2,1
comedian,mymoodtracker-ios,1
comedian,my-book-for-mac,1
comedian,mpeg-streamclip,1
comedian,magic-trackpad,1
comedian,latitude-d830,1
comedian,kindle-ios,1
comedian,keyboard,1
comedian,ipod-touch,1
comedian,iphone-3gs,1
comedian,iphone-3g,1
comedian,ipad-2,1
comedian,instapaper-ios,1
comedian,ibooks-ios,1
comedian,google-reader,1
comedian,google-docs,1
comedian,flip-ultra-hd,1
comedian,final-draft,1
comedian,eos-5d-mark-ii,1
comedian,ego-ios,1
comedian,dslr-a200,1
comedian,creative-suite,1
comedian,comics-ios,1
comedian,comic-zeal-ios,1
comedian,chrome,1
comedian,birdhouse-ios,1
comedian,airport-express,1
comedian,ag-hpx170,1
comedian,4104-commentators,1
coffee,ug22,1
coffee,takahiro.5,1
coffee,super-jolly,1
coffee,rocky,1
coffee,robur,1
coffee,roast,1
coffee,porlex-grinder,1
coffee,mirage,1
coffee,la-tortuga,1
coffee,kone,1
coffee,kenaf-filters,1
coffee,hydra,1
coffee,hario-v60,1
coffee,el-pino,1
coffee,chemex-6-cup,1
coffee,ceramic-dripper,1
coffee,camano,1
coffee,black-cat-classic,1
coffee,aws-scale,1
chef,vita-prep,1
chef,ultravac-225,1
chef,superior-platinum-double-edge,1
chef,superduper,1
chef,sublime-text-2,1
chef,sous-vide-professional,1
chef,simplenote-ios,1
chef,raspberry-pi,1
chef,pcalc-ios,1
chef,p3-pico,1
chef,onion-8-inch,1
chef,number-25-21mm-silver-tip-badger,1
chef,notational-velocity,1
chef,nexus-7,1
chef,merkur-34c,1
chef,magic-trackpad,1
chef,macbook-air,1
chef,mac-os-x,1
chef,listary-ios,1
chef,ks-wa-gyuto,1
chef,iphone-4s,1
chef,imac,1
chef,gray-kunz-spoon,1
chef,google-docs,1
chef,google-apps-script,1
chef,google-apps,1
chef,go-plus-wifi,1
chef,gesshin-ginga-wa-gyuto,1
chef,galaxy-s-iii,1
chef,f.lux,1
chef,f-dick-multicut,1
chef,eee-pad-transformer-tf101,1
chef,edge-inspect,1
chef,edge,1
chef,due-ios,1
chef,convertbot-ios,1
chef,chosera,1
chef,arch-linux,1
chef,apex-model-edge-pro-system,1
chef,62-mini-infrared,1
chef,40001-zester,1
bsd,xps-m1530,1
bsd,twidroid-android,1
bsd,macbook-air,1
bsd,latitude-z,1
bsd,keyboard,1
bsd,httpd,1
bsd,g1,1
bsd,connectbot-android,1
bsd,centos,1
blogger,urx-p2,1
blogger,t2,1
blogger,skyquest-xt8i,1
blogger,rebel-t3i,1
blogger,rebel-t2i,1
blogger,powershot-sd1100-is,1
blogger,moment,1
blogger,macbook-pro,1
blogger,k2-hf,1
blogger,google-reader,1
blogger,google-docs,1
blogger,google-calendar,1
blogger,final-draft,1
blogger,final-cut-pro,1
blogger,ddr,1
blogger,d40,1
blogger,ag-hpx170,1
biker,windows-xp,1
biker,windows-7,1
biker,vega,1
biker,ultimate5-plus,1
biker,titanico,1
biker,tigr,1
biker,the-levelator,1
biker,tara,1
biker,super-jolly,1
biker,storejet-25,1
biker,square,1
biker,scharger-5,1
biker,rocky,1
biker,robur,1
biker,pd-a530,1
biker,notational-velocity,1
biker,mirage,1
biker,me-52w,1
biker,mc1.0,1
biker,marathon-supreme-700x28,1
biker,mamp-pro,1
biker,macbook-air-wallet,1
biker,macbook-air,1
biker,mac-os-x,1
biker,lumix-dmc-gf2,1
biker,long-haul-trucker-complete,1
biker,la-tortuga,1
biker,ksc75,1
biker,kone,1
biker,km-iphone-mic2-ecm,1
biker,iterm2,1
biker,iphone-3gs,1
biker,hydra,1
biker,hario-v60,1
biker,front-roller-plus,1
biker,el-pino,1
biker,ecm-ds70p,1
biker,cross-check-complete,1
biker,chemex-6-cup,1
biker,camano,1
biker,black-cat-classic,1
biker,back-roller-plus,1
biker,atr-3350,1
biker,aircard-598,1
beer,tweetbot-ios,1
beer,touchdraw-ios,1
beer,sigma-30mm-f1.4,1
beer,scansnap-s1300,1
beer,powershot-s90,1
beer,macbook-pro,1
beer,iphone-4,1
beer,ipad-2,1
beer,instagram-ios,1
beer,ia-writer-mac,1
beer,ia-writer-ios,1
beer,gimme-bar,1
beer,flipboard-ios,1
beer,d60,1
beer,convertbot-ios,1
beer,calcbot-ios,1
beer,beertools-pro,1
beer,beeralchemy,1
beekeeper,scanjet-professional-1000,1
beekeeper,px-10,1
beekeeper,pigment-liner-308,1
beekeeper,perfection-v600,1
beekeeper,osmos-ios,1
beekeeper,macbook-air,1
beekeeper,m00926-smoker,1
beekeeper,langstroth-hive,1
beekeeper,iphone-4s,1
beekeeper,instagram-ios,1
beekeeper,hundreds-ios,1
beekeeper,honey-super,1
beekeeper,google-drive,1
beekeeper,g-drive-mini,1
beekeeper,creative-suite,1
beekeeper,back-roller-classic,1
audio,windows-xp,1
audio,voyager-q,1
audio,v4pro,1
audio,twitter-mac,1
audio,traktor-pro,1
audio,terminal,1
audio,system-6,1
audio,sr-225i,1
audio,sounddock,1
audio,smartstor-ds4600,1
audio,slackware,1
audio,sigma-30mm-f1.4,1
audio,se115m-plus,1
audio,scansnap-s1300,1
audio,rokit-5,1
audio,remote-desktop-client,1
audio,raspberry-pi,1
audio,powershot-s100,1
audio,pmd620,1
audio,peak,1
audio,pcm-d50,1
audio,ozone,1
audio,otsav-radio,1
audio,optimod-pc-1101,1
audio,optimod-pc-1100,1
audio,music-streamer-ii,1
audio,mp-2,1
audio,mkh-60,1
audio,mkh-40,1
audio,mkh-30,1
audio,mk-8,1
audio,mk-41,1
audio,mk-4,1
audio,mbox,1
audio,mail,1
audio,mac-pro,1
audio,kmr-81-i,1
audio,ipod-classic,1
audio,iphone-4s,1
audio,ical,1
audio,hxrmc50u,1
audio,hudzee,1
audio,hn-7506,1
audio,hdr-xrs500v,1
audio,h2a-xlr,1
audio,foldingtext,1
audio,fireface-ucx,1
audio,excel,1
audio,eos-5d-mark-iii,1
audio,ef-85mm-f1.2l-ii-usm,1
audio,ef-800mm-f5.6l-is-usm,1
audio,ef-70-200mm-f2.8l-is-ii-usm,1
audio,ef-400mm-f2.8l-is-ii-usm,1
audio,ef-24mm-f1.4l-ii-usm,1
audio,ef-24-70mm-f2.8l-usm,1
audio,ef-16-35mm-f2.8l-ii-usm,1
audio,ecm77b,1
audio,e3c,1
audio,e-p1,1
audio,data-doubler,1
audio,d300,1
audio,cub-01,1
audio,cs-104,1
audio,color-laserjet-cp2025,1
audio,cmc-5-ug,1
audio,canoscan-8800f,1
audio,big-knob,1
audio,bash,1
audio,af-vr-nikkor-80-400mm-f4.5-5.6d-ed,1
audio,af-s-dx-nikkor-18-200mm-f3.5-5.6g-ed-vr-ii,1
audio,af-s-dx-nikkor-12-24mm-f4g-if-ed,1
